Username,Followers,Following,Posts,Engagement Rate (%),Profile Picture,Verified,Account Age (Months),Suspicious Words in Bio,Follower-Following Ratio,Likes-Per-Post,Comments-Per-Post,Engagement Consistency,Account Type
user_514,32630,4485,159,8.373856467386116,Yes,No,2,No,7.27536231884058,869,277,Consistent,Genuine
user_515,31893,2625,348,3.802371173496539,Yes,No,49,No,12.149714285714285,5166,264,Inconsistent,Fake
user_516,2899,3761,42,14.478418283899948,Yes,No,88,No,0.7708056367987237,93,8,Consistent,Genuine
user_517,40208,2051,253,13.687091858590009,Yes,No,104,Yes,19.604095563139932,2987,456,Consistent,Genuine
user_518,23339,3501,129,10.971076914110634,Yes,No,119,No,6.666381033990288,9967,282,Inconsistent,Genuine
user_519,44740,1166,59,8.234106117097758,Yes,No,95,No,38.3704974271012,8627,272,Consistent,Genuine
user_520,35307,376,150,13.114552814891432,Yes,No,111,Yes,93.90159574468085,4947,427,Consistent,Genuine
user_521,9873,2034,466,2.3944589854402123,No,No,31,No,4.853982300884955,6651,300,Inconsistent,Genuine
user_522,42025,146,286,11.962392016985833,Yes,No,111,No,287.8424657534247,6979,7,Inconsistent,Genuine
user_523,9590,4389,498,2.3099018025193003,Yes,No,40,No,2.1850079744816586,6794,207,Consistent,Fake
user_524,16414,432,4,12.016054606966378,Yes,No,48,Yes,37.995370370370374,6524,401,Consistent,Genuine
user_525,4661,705,466,4.4986297396446755,Yes,No,51,Yes,6.611347517730496,3144,124,Inconsistent,Genuine
user_526,27713,2633,417,13.21781342476374,Yes,No,43,No,10.525256361564756,3587,122,Consistent,Genuine
user_527,38696,4495,265,14.18861036046827,Yes,No,98,No,8.608676307007787,76,32,Inconsistent,Fake
user_528,31027,964,344,2.6575415563741767,Yes,No,55,Yes,32.18568464730291,9007,0,Consistent,Fake
user_529,29218,2235,129,7.208796273448206,Yes,No,88,No,13.072930648769574,8959,203,Consistent,Fake
user_530,49165,2042,381,14.724316983358934,Yes,No,49,Yes,24.07688540646425,6553,5,Inconsistent,Genuine
user_531,25521,1829,266,7.509407821610626,Yes,Yes,90,No,13.953526517222526,8297,296,Inconsistent,Genuine
user_532,22737,2109,177,13.021439076460904,Yes,No,80,No,10.780938833570412,6694,438,Consistent,Genuine
user_533,901,4069,252,9.036607070904138,Yes,No,57,No,0.22143032686163677,2873,4,Consistent,Fake
user_534,18121,939,414,5.9422836648342265,Yes,No,111,No,19.29818956336528,3346,442,Consistent,Fake
user_535,6883,4806,55,4.643861555125118,Yes,No,77,No,1.432168123179359,7024,79,Consistent,Genuine
user_536,11988,807,462,3.4467348207482655,Yes,No,15,No,14.855018587360595,3148,273,Consistent,Genuine
user_537,35245,1464,456,11.546073774976609,Yes,No,27,No,24.07445355191257,9657,176,Inconsistent,Genuine
user_538,26194,3416,470,6.104837348933904,Yes,No,68,No,7.668032786885246,244,337,Inconsistent,Genuine
user_539,4050,11,82,7.913494201910892,Yes,No,80,Yes,368.1818181818182,2625,320,Consistent,Genuine
user_540,5102,1869,392,7.638719460017138,Yes,No,64,No,2.72980203317282,3849,338,Consistent,Genuine
user_541,35556,4868,98,8.870545923880403,Yes,No,94,No,7.304026294165982,9597,437,Consistent,Genuine
user_542,28124,885,148,13.050868611556007,Yes,No,108,Yes,31.778531073446327,9173,444,Consistent,Fake
user_543,38205,3565,328,14.720720481959725,Yes,No,30,No,10.716690042075736,7737,135,Consistent,Genuine
user_544,40820,1390,155,6.409971024320345,Yes,No,36,Yes,29.366906474820144,8333,386,Consistent,Genuine
user_545,32370,3402,189,12.499024370541395,Yes,No,67,No,9.514991181657848,892,24,Consistent,Genuine
user_546,38354,4322,493,11.585653022493405,Yes,No,86,No,8.874132346136047,5487,324,Consistent,Fake
user_547,46297,825,370,8.816169796105813,No,No,113,Yes,56.11757575757576,7251,182,Consistent,Fake
user_548,3963,2266,262,14.36268358237303,Yes,Yes,86,No,1.7488967343336275,7310,167,Consistent,Genuine
user_549,17500,937,79,3.4068804751618402,Yes,No,114,No,18.676627534685167,2399,466,Consistent,Genuine
user_550,24157,2801,399,2.0843310494895104,Yes,No,114,No,8.624419850053552,4640,337,Consistent,Genuine
user_551,20814,2554,251,12.882448520853622,No,No,119,No,8.149569303054033,2960,177,Consistent,Fake
user_552,43454,3846,96,6.86767234118935,Yes,Yes,49,No,11.298491939677588,7325,372,Consistent,Genuine
user_553,20541,1797,259,12.781048386002377,Yes,No,76,No,11.430717863105174,1469,94,Consistent,Fake
user_554,38544,54,259,13.449807975333517,Yes,No,55,No,713.7777777777778,3374,32,Inconsistent,Genuine
user_555,3423,727,102,1.4056351074765359,Yes,No,85,No,4.708390646492434,8847,110,Consistent,Genuine
user_556,12211,2737,39,13.31023906329788,Yes,No,56,No,4.461454146876142,8234,145,Consistent,Genuine
user_557,32046,3171,272,7.000626302856622,No,Yes,68,No,10.105960264900663,7923,380,Consistent,Genuine
user_558,27172,1914,100,7.901271090561367,Yes,No,95,No,14.196447230929989,5122,440,Consistent,Fake
user_559,34900,1597,358,9.58559141085155,Yes,No,44,No,21.853475266123983,9852,230,Consistent,Genuine
user_560,27400,1915,379,13.932547797586258,Yes,No,31,No,14.308093994778067,5387,271,Inconsistent,Genuine
user_561,27522,2467,307,0.7771833692315784,Yes,No,58,No,11.156059991892988,7631,335,Consistent,Genuine
user_562,28811,2738,220,7.414230290608348,Yes,No,87,No,10.522644265887509,7226,494,Inconsistent,Genuine
user_563,25401,850,307,10.471969615243129,Yes,No,118,No,29.883529411764705,5108,37,Consistent,Fake
user_564,23182,2110,419,10.979250886624312,Yes,Yes,53,No,10.986729857819904,2224,424,Consistent,Fake
user_565,49099,3,123,10.541720257288066,Yes,No,84,No,16366.333333333334,2110,134,Consistent,Genuine
user_566,15355,4256,421,2.4493093764177667,Yes,No,79,No,3.6078477443609023,957,333,Consistent,Genuine
user_567,9867,4070,230,4.841236031389378,Yes,No,23,No,2.424324324324324,7146,234,Consistent,Genuine
user_568,11311,4877,177,5.701375118546695,Yes,No,28,No,2.3192536395324996,560,436,Consistent,Genuine
user_569,467,893,62,12.164339511352823,Yes,No,16,Yes,0.522956326987682,9522,318,Inconsistent,Fake
user_570,41626,2031,484,4.542018150011019,Yes,No,37,No,20.49532250123092,7413,367,Consistent,Genuine
user_571,20408,3161,115,3.5552219760744457,No,No,21,No,6.456184751660867,1312,344,Consistent,Genuine
user_572,3317,2377,190,14.382996276052394,Yes,No,79,No,1.395456457719815,1821,159,Inconsistent,Genuine
user_573,17259,4676,61,0.628517634145299,No,No,17,Yes,3.6909751924721985,5646,37,Inconsistent,Genuine
user_574,24102,1934,255,14.968402407388684,Yes,No,114,No,12.462254395036194,4945,149,Consistent,Genuine
user_575,38563,1381,482,10.313908833432237,Yes,No,37,No,27.92396813902969,5374,399,Inconsistent,Genuine
user_576,26142,3682,6,12.512804842012198,Yes,No,77,Yes,7.099945681694731,2651,307,Inconsistent,Genuine
user_577,11388,1291,154,4.7719812470198,Yes,No,19,No,8.821068938807127,9933,28,Consistent,Genuine
user_578,462,1641,91,0.7075715261723696,Yes,No,30,No,0.28153564899451555,4701,143,Consistent,Fake
user_579,7593,2683,469,11.199108019142185,Yes,No,45,No,2.8300409988818487,2877,75,Consistent,Genuine
user_580,40405,988,13,12.5950966565098,Yes,No,18,No,40.89574898785425,5582,144,Consistent,Genuine
user_581,33546,1219,454,11.236903913326028,Yes,No,78,No,27.519278096800655,5390,228,Consistent,Genuine
user_582,23598,1356,228,2.5713291658621595,Yes,No,62,No,17.402654867256636,4083,63,Inconsistent,Fake
user_583,27434,4266,85,11.424704872726052,Yes,Yes,36,No,6.4308485700890765,745,346,Consistent,Genuine
user_584,44475,4617,132,11.649380340560795,Yes,Yes,100,No,9.632878492527615,8749,344,Consistent,Genuine
user_585,38806,4136,182,10.048837477215796,Yes,No,84,No,9.382495164410058,941,268,Inconsistent,Genuine
user_586,18938,1561,385,11.608681025536,Yes,No,52,No,12.1319666880205,4023,327,Inconsistent,Genuine
user_587,35785,1419,61,12.765860875327116,Yes,No,19,No,25.2184637068358,2296,183,Consistent,Genuine
user_588,47345,955,218,9.397259656443147,Yes,No,109,No,49.575916230366495,939,260,Consistent,Genuine
user_589,48866,984,404,1.7847683525603464,Yes,No,44,No,49.66056910569106,1610,267,Consistent,Genuine
user_590,17556,975,245,7.570603240174558,Yes,No,7,Yes,18.006153846153847,6300,168,Consistent,Genuine
user_591,20513,4134,229,1.6259153527382735,Yes,Yes,44,No,4.962022254475085,1725,258,Consistent,Genuine
user_592,18005,3973,78,6.409373949970247,Yes,No,117,No,4.53183991945633,9176,226,Consistent,Fake
user_593,37891,914,148,6.4030440923216005,Yes,No,68,No,41.4562363238512,9779,32,Inconsistent,Genuine
user_594,5154,4550,137,1.4571427400335029,Yes,No,34,No,1.1327472527472529,9528,376,Consistent,Genuine
user_595,34961,37,470,5.55789774255745,Yes,No,66,No,944.8918918918919,8853,213,Consistent,Genuine
user_596,23240,3388,313,2.1094724324740652,Yes,Yes,69,No,6.859504132231405,7187,49,Consistent,Genuine
user_597,7407,1712,375,12.219410545133721,Yes,No,55,Yes,4.326518691588785,32,439,Consistent,Genuine
user_598,32529,3021,422,14.241476376484826,Yes,No,10,No,10.767626613704072,5985,491,Consistent,Genuine
user_599,44861,796,388,1.5485888912401098,Yes,No,96,Yes,56.358040201005025,3414,392,Inconsistent,Fake
user_600,36258,4037,64,14.34917050572967,Yes,No,42,No,8.981421847906862,1156,488,Consistent,Genuine
user_601,20200,4689,12,8.077360690382804,Yes,No,41,No,4.307954787801237,3126,209,Consistent,Genuine
user_602,5694,3112,212,4.843702330331172,Yes,No,77,No,1.8296915167095116,8252,433,Consistent,Genuine
user_603,43336,1325,473,1.6145000915043708,Yes,No,103,No,32.706415094339626,1543,28,Consistent,Genuine
user_604,47370,318,241,7.759051887021059,Yes,No,69,No,148.96226415094338,271,38,Consistent,Genuine
user_605,2964,2397,492,12.020475395115856,Yes,No,10,Yes,1.2365456821026284,5295,346,Consistent,Genuine
user_606,21402,2163,212,10.752753920367123,Yes,No,10,Yes,9.894590846047157,4076,99,Consistent,Genuine
user_607,46402,2746,180,1.2282771662276195,Yes,No,102,No,16.898033503277496,5902,172,Consistent,Genuine
user_608,44962,1592,337,1.557076612834601,Yes,Yes,91,Yes,28.242462311557787,2709,16,Consistent,Genuine
user_609,14447,3112,484,6.341662598173238,Yes,No,60,Yes,4.642352185089974,9346,55,Consistent,Genuine
user_610,41605,3931,172,4.781712163695177,Yes,No,51,No,10.583820910709743,5221,225,Consistent,Genuine
user_611,47009,1997,159,3.8695726843126934,Yes,No,21,No,23.53980971457186,9937,45,Consistent,Genuine
user_612,778,1313,163,4.574565234176347,Yes,No,8,No,0.5925361766945926,8529,66,Consistent,Genuine
user_613,748,1286,464,12.150499777804827,Yes,No,65,No,0.5816485225505443,6722,196,Consistent,Genuine
user_614,40004,4312,482,13.973806777661881,Yes,No,92,No,9.277365491651206,8201,141,Consistent,Genuine
user_615,47330,2384,496,6.3739890706497135,Yes,No,113,No,19.85318791946309,4144,322,Consistent,Genuine
user_616,13973,3240,187,13.638609530921208,Yes,No,103,No,4.312654320987654,5606,22,Consistent,Genuine
user_617,16829,2140,394,5.161687668094288,Yes,No,78,No,7.864018691588785,6766,486,Inconsistent,Genuine
user_618,7450,1705,190,7.408336301984979,No,No,85,No,4.3695014662756595,730,93,Consistent,Genuine
user_619,24516,363,404,3.777420468331996,Yes,No,30,No,67.53719008264463,4890,241,Consistent,Genuine
user_620,36989,2605,307,9.786902611549738,Yes,No,85,No,14.199232245681381,1648,236,Consistent,Genuine
user_621,4410,1717,255,14.69522617003473,Yes,No,49,Yes,2.5684333139196274,4228,444,Inconsistent,Genuine
user_622,35320,4452,182,9.25064989262899,Yes,No,9,Yes,7.9335130278526504,2130,406,Consistent,Fake
user_623,17151,4287,116,5.688304219646459,Yes,No,17,Yes,4.000699790062981,4366,410,Consistent,Fake
user_624,32357,3739,281,9.893352966862661,Yes,No,69,No,8.653918159935811,1506,53,Inconsistent,Fake
user_625,5536,2470,195,2.2823498377481197,Yes,No,58,No,2.2412955465587046,2158,137,Inconsistent,Genuine
user_626,8385,4796,33,13.38555666384828,Yes,No,57,No,1.7483319432860718,2916,472,Consistent,Genuine
user_627,21414,557,51,7.794717286307627,Yes,No,62,No,38.44524236983842,3229,332,Consistent,Genuine
user_628,37309,826,111,7.01557125957481,Yes,No,95,No,45.1682808716707,9858,271,Inconsistent,Genuine
user_629,23626,2809,251,8.995039432576029,Yes,No,52,Yes,8.410822356710574,6265,40,Consistent,Genuine
user_630,31717,4522,81,9.559366010446336,Yes,No,61,No,7.013931888544891,4136,97,Consistent,Genuine
user_631,11180,2720,231,1.5407491902844388,Yes,No,40,No,4.110294117647059,2689,182,Consistent,Fake
user_632,22022,3509,226,10.397949707739334,Yes,No,38,No,6.275862068965517,7190,127,Consistent,Fake
user_633,40469,3742,232,4.008009364575178,Yes,No,43,No,10.8148049171566,2810,228,Consistent,Genuine
user_634,1217,1575,220,10.852313171345552,Yes,No,63,Yes,0.7726984126984127,6152,316,Consistent,Genuine
user_635,27242,3999,435,12.426754518570853,No,No,19,Yes,6.81220305076269,12,85,Inconsistent,Genuine
user_636,1112,2130,412,12.157398359511545,Yes,No,100,Yes,0.5220657276995305,5938,255,Consistent,Genuine
user_637,18590,2404,421,8.511264027414391,Yes,No,50,No,7.732945091514143,7999,208,Consistent,Genuine
user_638,24294,3330,41,8.04246343850589,Yes,No,33,No,7.295495495495495,7219,214,Consistent,Fake
user_639,21595,589,20,2.57170143942147,Yes,No,13,No,36.66383701188455,5328,373,Inconsistent,Genuine
user_640,21739,2013,41,11.742519180845466,Yes,No,78,No,10.799304520615996,3621,99,Consistent,Genuine
user_641,11224,1548,396,4.435436016477358,Yes,No,97,No,7.250645994832041,3683,48,Consistent,Fake
user_642,22975,295,112,7.7020836308602245,Yes,No,62,No,77.88135593220339,7872,200,Consistent,Genuine
user_643,37547,1986,104,4.621974347448992,Yes,No,93,Yes,18.905840886203425,5310,435,Consistent,Fake
user_644,9398,3118,191,2.4405112634955506,Yes,No,43,No,3.0141116100064145,652,257,Inconsistent,Genuine
user_645,23764,1691,16,9.628586604930181,Yes,No,49,No,14.053222945002958,5799,479,Consistent,Genuine
user_646,38152,1137,119,1.2878145049321055,Yes,No,36,Yes,33.554969217238344,8812,375,Consistent,Genuine
user_647,8974,2065,392,11.3553558948299,Yes,No,108,No,4.345762711864407,3790,177,Consistent,Genuine
user_648,37148,4456,424,5.105008531286192,Yes,No,10,No,8.336624775583482,1645,244,Consistent,Fake
user_649,24444,4796,128,0.5019530485650372,Yes,No,95,No,5.09674728940784,4512,122,Consistent,Genuine
user_650,6851,4544,129,7.9113725189398325,Yes,No,6,No,1.5077024647887325,4759,341,Consistent,Fake
user_651,37664,4771,59,1.1793526736502453,Yes,No,57,No,7.894361769021169,5874,170,Consistent,Genuine
user_652,6781,1008,47,4.504458588403042,Yes,No,1,No,6.7271825396825395,3688,332,Consistent,Genuine
user_653,48186,2515,28,10.751159068107885,Yes,No,71,Yes,19.159443339960237,7689,135,Consistent,Genuine
user_654,23675,3527,96,1.408999513517055,No,No,58,Yes,6.71250354408846,1379,58,Consistent,Genuine
user_655,17387,4682,9,12.670408139162033,Yes,No,91,Yes,3.7135839384878255,4243,192,Consistent,Genuine
user_656,35357,1248,241,0.5553888785494551,Yes,Yes,21,Yes,28.330929487179485,9580,464,Consistent,Genuine
user_657,7106,3903,313,4.078946103427583,Yes,No,92,No,1.8206507814501665,6507,267,Consistent,Fake
user_658,11566,1436,443,11.243108814205035,Yes,No,80,No,8.054317548746518,7819,259,Consistent,Fake
user_659,44311,572,231,5.085917171074948,Yes,No,56,Yes,77.46678321678321,8593,372,Inconsistent,Fake
user_660,1592,2383,276,1.977439626957196,Yes,No,110,No,0.668065463701217,2653,460,Consistent,Genuine
user_661,21727,1246,283,5.723391822606204,Yes,No,87,Yes,17.437399678972714,5611,94,Consistent,Genuine
user_662,46782,2085,202,4.420702652575621,Yes,No,116,No,22.437410071942445,6127,124,Inconsistent,Genuine
user_663,39131,278,246,12.719322581328047,Yes,No,20,No,140.75899280575538,3923,40,Inconsistent,Fake
user_664,27619,1888,289,5.043544804984576,Yes,No,102,No,14.628707627118644,8459,378,Inconsistent,Genuine
user_665,23372,4580,263,11.939520840752104,Yes,No,54,No,5.103056768558952,5912,253,Consistent,Fake
user_666,19115,1266,442,13.432146099755654,Yes,No,25,No,15.09873617693523,5130,6,Consistent,Genuine
user_667,17974,4827,213,6.790352583859678,Yes,No,28,No,3.7236378703128237,5439,470,Consistent,Fake
user_668,22606,1041,199,13.694175585888685,Yes,No,5,No,21.715658021133525,7880,215,Consistent,Genuine
user_669,27012,918,432,5.971111782466297,Yes,No,21,Yes,29.424836601307188,6449,68,Consistent,Fake
user_670,28345,886,78,14.479137039106568,Yes,No,18,Yes,31.992099322799096,1725,68,Inconsistent,Fake
user_671,13857,2753,400,1.7946981056208076,Yes,No,47,Yes,5.033418089357065,9304,80,Consistent,Fake
user_672,42398,22,443,10.46177936429702,Yes,No,70,No,1927.1818181818182,7522,29,Consistent,Genuine
user_673,26482,4570,342,7.660303586625465,Yes,No,57,Yes,5.794748358862145,4784,72,Inconsistent,Fake
user_674,17799,3192,343,6.120907679106883,Yes,No,93,No,5.576127819548872,9472,261,Consistent,Genuine
user_675,41509,2354,172,9.674322241854712,Yes,No,19,No,17.63338997451147,1232,88,Consistent,Genuine
user_676,26306,4800,466,10.705927828697803,Yes,No,97,No,5.480416666666667,8808,402,Consistent,Genuine
user_677,40312,687,68,0.5632674099294818,Yes,No,65,No,58.6783114992722,8338,207,Consistent,Genuine
user_678,37130,285,415,2.9208197868343815,Yes,No,109,Yes,130.28070175438597,7446,212,Consistent,Genuine
user_679,1374,4812,427,10.839167734197622,Yes,No,3,Yes,0.2855361596009975,4616,321,Inconsistent,Genuine
user_680,25781,3748,448,10.162588496883993,Yes,No,42,No,6.878601921024546,4725,265,Inconsistent,Fake
user_681,35959,763,86,14.50768882436582,Yes,No,21,No,47.12844036697248,3677,399,Inconsistent,Genuine
user_682,23853,2429,100,11.535047958636353,Yes,No,99,No,9.820090572251955,6287,292,Consistent,Fake
user_683,19920,2508,7,14.286204262104402,Yes,No,105,Yes,7.942583732057416,8480,206,Inconsistent,Genuine
user_684,34628,29,332,10.686837272254701,Yes,No,40,No,1194.0689655172414,1409,332,Consistent,Genuine
user_685,6638,907,199,4.821757025271926,Yes,No,67,Yes,7.318632855567806,8205,76,Consistent,Genuine
user_686,38119,3105,86,2.027791372637419,Yes,No,25,No,12.276650563607085,256,287,Consistent,Genuine
user_687,26840,4000,42,11.836446018501565,Yes,No,109,No,6.71,1721,492,Consistent,Genuine
user_688,25339,2995,384,9.84016371140078,Yes,No,102,No,8.460434056761269,1423,46,Consistent,Genuine
user_689,28228,2507,108,1.1986971797027954,Yes,No,109,Yes,11.25967291583566,4953,109,Consistent,Genuine
user_690,28760,4666,434,5.720731755564186,Yes,No,55,Yes,6.163737676810973,2990,199,Consistent,Genuine
user_691,15535,3610,407,14.37359732452215,Yes,No,84,No,4.303324099722992,1195,426,Consistent,Fake
user_692,44532,3554,482,7.755816612797918,Yes,No,52,No,12.530106921778279,4559,209,Consistent,Genuine
user_693,20702,1454,151,6.774572472285717,Yes,No,44,No,14.23796423658872,4365,375,Consistent,Genuine
user_694,4798,4834,16,7.136644274809763,No,No,109,No,0.9925527513446422,1244,419,Consistent,Fake
user_695,21283,3357,132,3.528799498074874,Yes,Yes,98,No,6.3398868036937746,6766,153,Consistent,Genuine
user_696,9485,516,147,5.84625397753953,Yes,No,85,Yes,18.381782945736433,5302,9,Consistent,Genuine
user_697,3759,39,276,5.8622922118140615,Yes,No,56,No,96.38461538461539,1306,414,Consistent,Fake
user_698,30405,3343,231,1.2591477927183499,Yes,No,55,No,9.095124139994017,2402,352,Consistent,Fake
user_699,13166,887,313,11.629730613509814,Yes,No,112,No,14.843291995490418,496,156,Consistent,Genuine
user_700,25520,2845,414,6.539314262606245,Yes,No,87,Yes,8.9701230228471,3399,260,Inconsistent,Genuine
user_701,42394,2205,365,12.421608358838137,Yes,No,70,No,19.226303854875283,909,76,Consistent,Genuine
user_702,42968,1099,227,12.830046016238484,Yes,No,115,No,39.09736123748863,372,256,Consistent,Genuine
user_703,39348,1824,138,3.573913793130542,Yes,No,117,No,21.57236842105263,6236,470,Consistent,Genuine
user_704,43006,3202,435,10.031625491466864,Yes,No,77,No,13.430980637101811,1344,487,Consistent,Fake
user_705,14733,3156,398,7.348086160363235,Yes,No,113,Yes,4.668250950570342,8515,130,Consistent,Genuine
user_706,554,3094,210,13.262272699861533,Yes,No,87,No,0.1790562378797673,2431,66,Consistent,Fake
user_707,34032,3531,390,3.628239848058585,Yes,No,73,No,9.638062871707731,4670,454,Consistent,Genuine
user_708,34349,3779,498,10.32829140449564,Yes,No,81,No,9.089441651230484,2784,227,Inconsistent,Genuine
user_709,28066,2897,27,9.312405772664476,Yes,No,66,No,9.687953054884364,9407,162,Consistent,Genuine
user_710,24010,3454,50,4.781871424791575,Yes,No,19,Yes,6.951360741169658,1695,14,Consistent,Genuine
user_711,33641,3512,490,2.480713102942003,Yes,No,83,No,9.578872437357631,1907,231,Inconsistent,Genuine
user_712,17362,989,441,9.94877652692051,Yes,No,7,Yes,17.555106167846308,4814,194,Consistent,Fake
user_713,37847,4117,260,11.209663142918796,Yes,No,118,No,9.192858877823658,780,348,Inconsistent,Genuine
user_714,46246,4965,260,5.076596484568575,Yes,No,63,No,9.314400805639476,1019,29,Consistent,Genuine
user_715,49335,4027,349,9.85007275832355,Yes,No,42,No,12.251055376210578,1403,358,Consistent,Fake
user_716,2155,4180,351,6.229398160366797,Yes,No,42,No,0.5155502392344498,1426,337,Inconsistent,Fake
user_717,36445,1683,7,10.841499807597957,Yes,No,59,Yes,21.65478312537136,8855,330,Inconsistent,Genuine
user_718,45790,4666,319,3.38862148596377,Yes,No,20,No,9.81354479211316,5868,426,Inconsistent,Genuine
user_719,22750,3964,137,13.408117538224529,Yes,No,73,No,5.739152371342079,10,496,Consistent,Genuine
user_720,34670,934,37,4.667439148750906,Yes,No,17,Yes,37.11991434689507,6330,315,Inconsistent,Genuine
user_721,37728,3599,110,5.8328968224642175,Yes,Yes,27,No,10.482911919977772,9230,485,Inconsistent,Fake
user_722,20609,3234,479,1.3423333051650719,Yes,No,47,No,6.372603586889301,2825,295,Consistent,Genuine
user_723,27559,1981,367,2.1169270786585077,Yes,No,2,Yes,13.911660777385158,7464,448,Consistent,Genuine
user_724,27910,1856,219,7.979997589328757,Yes,No,63,No,15.037715517241379,3003,412,Consistent,Genuine
user_725,11053,3057,336,4.380093812555587,Yes,No,62,Yes,3.615636244684331,9267,329,Inconsistent,Genuine
user_726,21782,793,222,12.61446327326182,Yes,No,100,No,27.46784363177806,7195,219,Consistent,Genuine
user_727,25876,792,135,0.7130541354968307,Yes,No,19,Yes,32.67171717171717,6720,376,Consistent,Genuine
user_728,30404,1810,255,5.996863705743075,Yes,No,17,No,16.79779005524862,3088,478,Consistent,Genuine
user_729,13893,2256,359,5.391510428151844,Yes,No,69,No,6.158244680851064,1789,146,Consistent,Genuine
user_730,44522,3611,408,0.780250648305215,Yes,No,39,No,12.32954860149543,3036,258,Consistent,Genuine
user_731,48579,1608,328,2.3033417855073983,Yes,No,82,No,30.21082089552239,7377,291,Consistent,Genuine
user_732,6240,985,449,6.497818786320211,Yes,Yes,117,No,6.33502538071066,7598,298,Inconsistent,Genuine
user_733,17690,3677,462,7.646536474487976,Yes,No,118,No,4.810987217840631,4838,142,Consistent,Genuine
user_734,38463,3381,433,6.362201335195602,Yes,No,71,Yes,11.376220053238686,5872,480,Consistent,Genuine
user_735,42406,520,450,8.19859633697536,Yes,No,81,No,81.55,3653,424,Consistent,Genuine
user_736,44647,591,48,9.129409286132383,Yes,No,39,No,75.54483925549916,4299,234,Consistent,Genuine
user_737,40871,1051,291,0.6438954063536166,Yes,No,36,No,38.88772597526165,9268,114,Consistent,Genuine
user_738,3380,3634,381,7.229379812075806,Yes,No,40,No,0.93010456796918,973,364,Consistent,Genuine
user_739,19137,4445,323,14.47073899287003,Yes,No,45,No,4.305286839145107,7083,89,Consistent,Genuine
user_740,41480,960,77,8.025968061878457,Yes,No,4,No,43.208333333333336,5494,207,Inconsistent,Genuine
user_741,24554,693,104,10.32436287815482,No,No,102,No,35.43145743145743,9491,163,Consistent,Genuine
user_742,7164,3900,168,5.022025939794807,Yes,No,25,Yes,1.8369230769230769,3406,480,Consistent,Genuine
user_743,13373,4474,216,11.722874983215057,Yes,No,69,No,2.989047831917747,5150,83,Consistent,Genuine
user_744,34171,2947,377,11.707361487203668,Yes,No,30,No,11.595181540549712,9350,76,Consistent,Genuine
user_745,11025,527,118,8.058792690985015,Yes,No,76,No,20.920303605313094,3129,160,Inconsistent,Genuine
user_746,11073,3225,189,14.652200437548597,Yes,Yes,68,No,3.433488372093023,104,4,Consistent,Genuine
user_747,21497,2254,254,2.3204781140584743,Yes,No,88,Yes,9.537267080745341,7433,484,Consistent,Genuine
user_748,24983,3345,369,0.7457411408989244,Yes,No,29,No,7.468759342301944,7689,77,Consistent,Fake
user_749,24009,3966,265,11.667294070477892,Yes,No,73,No,6.053706505295008,3567,90,Consistent,Genuine
user_750,717,1876,148,12.203755291790797,Yes,No,68,Yes,0.3821961620469083,4348,86,Consistent,Genuine
user_751,29753,1764,163,2.2430048222483556,Yes,No,51,No,16.866780045351472,4390,269,Consistent,Genuine
user_752,9387,521,139,4.350951077899788,Yes,No,24,Yes,18.017274472168907,6811,103,Consistent,Genuine
user_753,46477,1017,346,0.7545092688161192,Yes,No,14,No,45.700098328416914,1181,451,Consistent,Genuine
user_754,36537,117,487,4.752974856318188,No,No,69,Yes,312.28205128205127,4644,486,Consistent,Genuine
user_755,19179,2434,257,11.710557171820737,Yes,No,18,No,7.87962202136401,5873,499,Inconsistent,Genuine
user_756,40301,584,373,8.010427651832394,Yes,No,42,No,69.00856164383562,4394,338,Consistent,Genuine
user_757,31971,395,268,5.5473861009401775,Yes,No,57,No,80.93924050632911,3534,174,Consistent,Genuine
user_758,33357,3789,180,5.890219776141789,Yes,No,83,No,8.803642121931908,5844,53,Consistent,Fake
user_759,27405,2769,159,0.5196275728742883,No,No,12,No,9.897074756229685,5939,387,Consistent,Genuine
user_760,37782,4168,350,4.8471076496959205,Yes,No,82,No,9.064779270633398,6475,477,Consistent,Genuine
user_761,4885,3861,399,9.873651753749993,Yes,No,17,Yes,1.2652162652162653,1774,210,Consistent,Genuine
user_762,20209,274,287,14.625819435337178,Yes,No,30,No,73.75547445255475,8283,94,Consistent,Genuine
user_763,38860,2014,287,12.782381991266544,Yes,No,88,Yes,19.29493545183714,446,222,Consistent,Genuine
user_764,47655,4434,379,0.8421269873601723,Yes,No,75,No,10.74763193504736,108,8,Consistent,Genuine
user_765,40130,1390,225,13.52912876778517,Yes,No,99,No,28.8705035971223,3239,52,Consistent,Genuine
user_766,38138,3567,10,11.856376992830077,Yes,Yes,23,No,10.691897953462293,5931,76,Inconsistent,Genuine
user_767,13266,4703,9,11.815453791779216,Yes,No,81,No,2.8207527110355093,4053,205,Consistent,Genuine
user_768,35597,166,270,7.140938505551786,Yes,No,1,Yes,214.43975903614458,4537,315,Consistent,Genuine
user_769,31521,1568,272,6.271076747840291,Yes,No,79,No,20.102678571428573,6361,301,Consistent,Genuine
user_770,17358,729,423,4.892278068081293,Yes,Yes,32,No,23.810699588477366,1245,309,Consistent,Genuine
user_771,27582,2044,401,1.4525754548383039,Yes,No,9,No,13.49412915851272,2720,329,Consistent,Genuine
